abbrev_org,name_org,date de création,GPS_siege,longitude_siege,point_palladio,latitude_siege,nom_siege,members,nombre_pays_membres,population_org,soldats_org,mortsGuerre_org,depensesMilitairesPIB_org,exportations_org,importations_org,superficie_org
IADB,Inter-American Development Bank,1959-04-08,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.",Canada\Argentina\Bolivia\Bahamas\The\Japan\Guatemala\Jamaica\Uruguay\France\Per\Norway\China\Dominican Republic\Finland\United States\Sweden\Austria\Brazil\Panama\Costa Rica\Ecuador\Slovenia\El Salvador\Chile\Belgium\Haiti\Belize\Mexico\Denmark\Croatia\Switzerland\Portugal\Korea\South\Spain\Colombia\Barbados\Italy\Netherlands\Suriname\Venezuela\Israel\Germany\Guyana\Honduras\Nicaragua\United Kingdom\Trinidad And Tobago\Paraguay,50,2848877508,8844403,258,62.115882710307034,15357.9624187,13889.361007199994,5.3711618E7
IGADD,Inter-Governmental Authority on Drought and Development,1986-01-15,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
IAEA,International Atomic Energy Agency,1956-10-26,POINT(16.373064 48.20833),16.373064000000003,"48.20833, 16.373064",48.20833,Vienna,"Canada\Lithuania\Ethiopia\Argentina\Bolivia\Burkina Faso\Bahrain\Saudi Arabia\Congo\Republic Of The\Japan\Guatemala\Kuwait\Holy See (Vatican City)\Liberia\Pakistan\Oman\Tanzania\Vietnam\Gabon\Monaco\Senegal\New Zealand\Yemen\Jamaica\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Congo\Democratic Republic Of The\France\Slovakia\Per\Seychelles\Norway\Malawi\Benin\Cuba\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Liechtenstein\Belarus\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\Niger\Brazil\Panama\Mali\Costa Rica\Luxembourg\Ireland\Pala\Nigeria\Ecuador\Czech Republic\Australia\Iran\Algeria\Slovenia\El Salvador\Jordan\Marshall Islands\Chile\Belgium\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Iraq\Portugal\Estonia\Lebanon\Korea\South\Uzbekistan\Tunisia\Spain\Colombia\Burundi\Hungary\Italy\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Zimbabwe\Germany\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Greece\Paraguay\Namibia",154,6779867600,21069999,18997,227.61830426492503,62104.69717798,54428.08741579999,1.3063250544E8
IBRD,International Bank for Reconstruction and Development,1944-07-22,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.","Canada\Micronesia\Federated States Of\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Belarus\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\Niger\Brazil\San Marino\Guinea\Panama\Mali\Costa Rica\Luxembourg\Ireland\Pala\Nigeria\Ecuador\Czech Republic\Brunei\Australia\Iran\Algeria\Slovenia\El Salvador\Tuval\Jordan\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Iraq\Portugal\Estonia\Kosovo\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Bhutan\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",193,6851041977,21296379,20944,233.69297263797242,71745.75978759999,65123.1411017,1.334591626E8
ICC,International Chamber of Commerce,1919-01-01,POINT(2.351388888 48.856944444),2.3513888880000002,"48.856944444, 2.351388888",48.85694444399999,Paris,Canada\Lithuania\Argentina\Bolivia\Bahrain\Saudi Arabia\Japan\Guatemala\Kuwait\Pakistan\Monaco\Senegal\New Zealand\United Arab Emirates\Uruguay\India\Madagascar\Turkey\Bangladesh\France\Slovakia\Norway\Cuba\Cameroon\Togo\China\Dominican Republic\Ukraine\Ghana\Finland\Poland\Russia\Bulgaria\United States\Romania\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Brazil\Panama\Costa Rica\Luxembourg\Ireland\Nigeria\Ecuador\Czech Republic\Australia\Iran\Algeria\Slovenia\El Salvador\Jordan\Chile\Belgium\Hong Kong\Georgia\Mexico\Denmark\Philippines\Morocco\Croatia\Thailand\Switzerland\Portugal\Lebanon\Korea\South\Tunisia\Spain\Colombia\Taiwan\Hungary\Italy\Nepal\Netherlands\Israel\Indonesia\Iceland\Germany\Sri Lanka\Syria\Egypt\Singapore\Serbia\United Kingdom\Greece,89,5841794173,17464305,5103,148.75427694615604,30239.860672400002,28970.351957500006,9.7835543E7
ICAO,International Civil Aviation Organization,1944-12-07,POINT(-73.5612 45.5012),-73.5612,"45.5012, -73.5612",45.5012,International District,"Canada\Micronesia\Federated States Of\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Monaco\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Cook Islands\Benin\Cuba\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Belarus\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\Niger\Brazil\San Marino\Guinea\Panama\Mali\Costa Rica\Luxembourg\Andorra\Ireland\Pala\Nigeria\Ecuador\Czech Republic\Brunei\Australia\Iran\Algeria\Slovenia\El Salvador\Jordan\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Estonia\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Bhutan\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",197,6884813464,21371879,20944,236.01593641149785,72568.82671328,65540.22436749999,1.336796236E8
ICFTU,International Confederation of Free Trade Unions,1949-12-01,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels,,0,0,0,0,0.0,0.0,0.0,0.0
Interpol,International Criminal Police Organization,1956-06-13,POINT(4.841388888 45.758888888),4.841388888,"45.758888888, 4.841388888",45.758888888,Lyon,"Canada\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Aruba\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Holy See (Vatican City)\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Monaco\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\Maca\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Bermuda\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Benin\Cuba\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Cayman Islands\Central African Republic\Mauritius\Liechtenstein\Belarus\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\British Virgin Islands\Niger\Brazil\Turks And Caicos Islands\San Marino\Guinea\Panama\Mali\Costa Rica\Luxembourg\American Samoa\Andorra\Gibraltar\Ireland\Nigeria\Ecuador\Czech Republic\Brunei\Australia\Iran\Algeria\Slovenia\El Salvador\Jordan\Marshall Islands\Chile\Puerto Rico\Belgium\Haiti\Belize\Hong Kong\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Iraq\Portugal\Estonia\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Bhutan\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Anguilla\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Montserrat\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",203,6871526350,21371879,20944,236.01593641149785,72416.09781547,65523.01525335,1.3353362174000001E8
IDA,International Development Association,1960-01-26,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.","Canada\Micronesia\Federated States Of\Guinea-Bissa\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Senegal\New Zealand\Yemen\European Union\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Slovakia\Somalia\Per\Laos\Norway\Malawi\Benin\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Belarus\Antigua And Barbuda\Poland\Russia\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\Niger\Brazil\Guinea\Panama\Mali\Costa Rica\Luxembourg\Ireland\Pala\Nigeria\Ecuador\Czech Republic\Australia\Iran\Algeria\Slovenia\El Salvador\Tuval\Jordan\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Iraq\Portugal\Estonia\Kosovo\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Bhutan\Sudan\Nepal\Netherlands\Bosnia And Herzegovina\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Comoros",184,7325146252,23353739,20944,223.53797692114907,68601.33241640001,62345.424620399994,1.366013056E8
IEA,International Energy Agency,1974-11-15,POINT(2.351388888 48.856944444),2.3513888880000002,"48.856944444, 2.351388888",48.85694444399999,Paris,Canada\Japan\New Zealand\European Union\Turkey\France\Slovakia\Norway\Finland\Poland\United States\Sweden\Austria\Luxembourg\Ireland\Czech Republic\Australia\Belgium\Denmark\Switzerland\Portugal\Korea\South\Spain\Hungary\Italy\Netherlands\Germany\United Kingdom\Greece,30,1595461997,6615026,421,40.743493952940184,7297.798239500001,6819.3805548,3.7548172E7
IFRCS,International Federation of Red Cross and Red Crescent Societies,1919-05-05,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,"Canada\Micronesia\Federated States Of\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Monaco\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Cook Islands\Benin\Cuba\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Liechtenstein\Belarus\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\Niger\Brazil\San Marino\Guinea\Panama\Mali\Costa Rica\Luxembourg\Andorra\Ireland\Pala\Nigeria\Ecuador\Czech Republic\Brunei\Australia\Iran\Algeria\Slovenia\El Salvador\Tuval\Jordan\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Estonia\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",195,6879998834,21312129,20944,226.90607572173562,70570.2322692,64050.2369519,1.333232136E8
IFC,International Finance Corporation,1955-05-25,POINT(-77.036666666 38.895),-77.036666666,"38.895, -77.036666666",38.895,"Washington, D.C.","Canada\Micronesia\Federated States Of\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Belarus\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\Niger\Brazil\Guinea\Panama\Mali\Costa Rica\Luxembourg\Ireland\Pala\Nigeria\Ecuador\Czech Republic\Australia\Iran\Algeria\Slovenia\El Salvador\Jordan\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Iraq\Portugal\Estonia\Kosovo\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Bhutan\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",188,6850001868,21294539,20944,233.69297263797242,71123.18962810001,64812.032186899996,1.332891016E8
IFAD,International Fund for Agricultural Development,1974-11-01,POINT(12.482777777 41.893055555),12.482777777,"41.893055555, 12.482777777",41.893055555,Rome,"Canada\Guinea-Bissa\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Niue\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Somalia\Per\Laos\Seychelles\Norway\Malawi\Cook Islands\Benin\Cuba\Cameroon\Togo\China\Armenia\Dominican Republic\Ghana\Finland\Libya\Central African Republic\Mauritius\Antigua And Barbuda\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Uganda\Niger\Brazil\Guinea\Panama\Mali\Costa Rica\Luxembourg\Ireland\Nigeria\Ecuador\Iran\Algeria\El Salvador\Jordan\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Equatorial Guinea\Lebanon\Korea\South\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Italy\Bhutan\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",171,6541502380,20367439,20944,209.8910609658526,63665.95356451997,58099.83470489999,1.061422286E8
ILO,International Labor Organization,1919-04-11,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,"Canada\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Aruba\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Cuba\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Belarus\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\Niger\Brazil\San Marino\Guinea\Panama\Mali\Costa Rica\Luxembourg\Ireland\Nigeria\Ecuador\Czech Republic\Brunei\Australia\Iran\Algeria\Slovenia\El Salvador\Tuval\Jordan\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Iraq\Portugal\Estonia\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",189,6859467653,21371879,20944,236.01593641149785,71464.06250582,64671.3632319,1.335190136E8
IMO,International Maritime Organization,1958-03-17,POINT(-0.1275 51.507222222),-0.1275,"51.507222222, -0.1275",51.507222221999996,London,"Canada\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Turkmenistan\Bahrain\Saudi Arabia\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Monaco\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\Maca\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent And The Grenadines\Kenya\Turkey\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Slovakia\Somalia\Per\Seychelles\Norway\Malawi\Cook Islands\Benin\Cuba\Cameroon\Montenegro\Togo\China\Dominican Republic\Ukraine\Ghana\Finland\Libya\Mauritius\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\South Africa\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Brazil\San Marino\Faroe Islands\Guinea\Panama\Costa Rica\Luxembourg\Ireland\Nigeria\Ecuador\Czech Republic\Brunei\Australia\Iran\Algeria\Slovenia\El Salvador\Tuval\Jordan\Marshall Islands\Chile\Belgium\Kiribati\Haiti\Belize\Hong Kong\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Estonia\Equatorial Guinea\Lebanon\Korea\South\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Fiji\Barbados\Hungary\Italy\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Venezuela\Israel\Indonesia\Iceland\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",178,6664350314,20499535,13447,207.2582216387564,61527.73294081997,56519.99887839999,1.2537777280000001E8
Inmarsat,International Mobile Satellite Organization,1976-09-03,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0
